year,title,authors_short,all_authors,journal,doi,openalex_id
2000,Treatment news bulletin,,,Current Treatment Options in Neurology,https://doi.org/10.1007/s11940-000-0018-x,https://openalex.org/W2412862459
2000,Proteome analysis using selective incorporation of isotopically labeled amino acids,"Timothy D. Veenstra, Suzana Martinović, Gordon Anderson et al. (n=5)",Timothy D. Veenstra; Suzana Martinović; Gordon Anderson; Ljiljana Paša‐Tolić; Richard Smith,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1016/s1044-0305(99)00120-8,https://openalex.org/W2003964437
2000,Fourier transform ion cyclotron resonance mass spectrometry as a high throughput affinity screen to identify RNA binding ligands,"Kristin A. Sannes‐Lowery, Jared J. Drader, Richard H. Griffey et al. (n=4)",Kristin A. Sannes‐Lowery; Jared J. Drader; Richard H. Griffey; Steven A. Hofstadler,TrAC Trends in Analytical Chemistry,https://doi.org/10.1016/s0165-9936(00)00029-7,https://openalex.org/W2047334814
2001,Tandem Mass Spectrometry of Intact Proteins for Characterization of Biomarkers from <i>Bacillus </i><i>c</i><i>ereus </i><i>T </i>Spores,"Plamen A. Demirev, Javier A. Ramírez, Catherine Fenselau",Plamen A. Demirev; Javier A. Ramírez; Catherine Fenselau,Analytical Chemistry,https://doi.org/10.1021/ac010672n,https://openalex.org/W1991285306
2001,Rapid quantitative measurements of proteomes by Fourier transform ion cyclotron resonance mass spectrometry,"Richard Smith, Ljiljana Paša‐Tolić, Mary Lipton et al. (n=12)",Richard Smith; Ljiljana Paša‐Tolić; Mary Lipton; Pamela K. Jensen; Gordon Anderson; Yufeng Shen; Thomas P. Conrads; Harold R. Udseth; Richard Harkewicz; Mikhail E. Belov; Christophe Masselon; Timothy D. Veenstra,Electrophoresis,https://doi.org/10.1002/1522-2683(200105)22:9<1652::aid-elps1652>3.0.co;2-e,https://openalex.org/W2054380340
2001,Selective incorporation of isotopically labeled amino acids for identification of intact proteins on a proteome‐wide level,"Suzana Martinović, Timothy D. Veenstra, Gordon Anderson et al. (n=5)",Suzana Martinović; Timothy D. Veenstra; Gordon Anderson; Ljiljana Paša‐Tolić; Richard Smith,Journal of Mass Spectrometry,https://doi.org/10.1002/jms.263,https://openalex.org/W2160735962
2001,Aberrant mobility phenomena of the DNA repair protein XPA,"Lilia M. Iakoucheva, Amy Kimzey, Christophe Masselon et al. (n=6)",Lilia M. Iakoucheva; Amy Kimzey; Christophe Masselon; Richard Smith; A. Keith Dunker; Eric J. Ackerman,Protein Science,https://doi.org/10.1110/ps.ps.40101,https://openalex.org/W2114524564
2002,Capillary Electrophoresis and Electron Capture Dissociation Fourier Transform Ion Cyclotron Resonance Mass Spectrometry for Peptide Mixture and Protein Digest Analysis,"Yury O. Tsybin, P. Håkansson, Magnus Wetterhall et al. (n=5)",Yury O. Tsybin; P. Håkansson; Magnus Wetterhall; Karin E. Markides; Jonas Bergquist,European Journal of Mass Spectrometry,https://doi.org/10.1255/ejms.514,https://openalex.org/W2110414881
2002,‘Top down’ protein characterization via tandem mass spectrometry,"Gavin E. Reid, Scott A. McLuckey",Gavin E. Reid; Scott A. McLuckey,Journal of Mass Spectrometry,https://doi.org/10.1002/jms.346,https://openalex.org/W2153180430
2002,Peptide mapping of proteins in human body fluids using electrospray ionization Fourier transform ion cyclotron resonance mass spectrometry,"Jonas Bergquist, Magnus Palmblad, Magnus Wetterhall et al. (n=5)",Jonas Bergquist; Magnus Palmblad; Magnus Wetterhall; P. Håkansson; Karin E. Markides,Mass Spectrometry Reviews,https://doi.org/10.1002/mas.10016,https://openalex.org/W1986124354
2002,Strategies for top-down proteomics of Methanococcus jannaschii and Saccharomyces cerevisiae using a quadrupole FT-ICR-MS,"Steven M. Patrie, Jay P. Charlebois, Derek Vander Molen et al. (n=9)",Steven M. Patrie; Jay P. Charlebois; Derek Vander Molen; Fanyu Meng; Andrew J. Forbes; John Quinn; Christopher L. Hendrickson; Alan G. Marshall; Neil L. Kelleher,Proceedings - 50th ASMS Conference on Mass Spectrometry and Allied Topics,,https://openalex.org/W2570153706
2002,Direct mass spectrometric analysis of intact proteins of the yeast large ribosomal subunit using capillary LC/FTICR,"Sang‐Won Lee, Scott J. Berger, Suzana Martinović et al. (n=8)",Sang‐Won Lee; Scott J. Berger; Suzana Martinović; Ljiljana Paša‐Tolić; Gordon Anderson; Yufeng Shen; Rui Zhao; Richard Smith,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.082119899,https://openalex.org/W2042832215
2003,Electron-capture dissociation tandem mass spectrometry,Roman A. Zubarev,Roman A. Zubarev,Current Opinion in Biotechnology,https://doi.org/10.1016/j.copbio.2003.12.002,https://openalex.org/W2102415529
2003,"Determination of post-translational modifications of proteins by high-sensitivity, high-resolution Fourier transform ion cyclotron resonance mass spectrometry",Mark R. Emmett,Mark R. Emmett,Journal of Chromatography A,https://doi.org/10.1016/s0021-9673(03)01127-0,https://openalex.org/W2034757055
2003,Identification and Characterization of Peptides and Proteins Using Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,"Magnus Palmblad, Jonas Bergquist",Magnus Palmblad; Jonas Bergquist,Journal of chromatography library,https://doi.org/10.1016/s0301-4770(03)80012-x,https://openalex.org/W1567914336
2003,Characterization of histone post-translational modification using reversed-phase high performance liquid chromatography and fourier transform ion cyclotron resonance mass spectrometry,Liwen Zhang,Liwen Zhang,OhioLink ETD Center (Ohio Library and Information Network),,https://openalex.org/W2603695252
2003,Applications in Analysis of Proteins by Fourier Transform/Ion Cyclotron Resonance Mass Spectrometry,Yin‐Long Guo,Yin‐Long Guo,Zhipu xuebao,,https://openalex.org/W2377349736
2004,Design of the First Analytical Platform for Automated Top Down Proteomics With quadrupole/Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,Steven M. Patrie,Steven M. Patrie,,,https://openalex.org/W2588055116
2004,Identification of N -glycosylation sites of the murine neural cell adhesion molecule NCAM by MALDI-TOF and MALDI-FTICR mass spectrometry,"Claus Albach, Eugen Damoc, Thomas Denzinger et al. (n=6)",Claus Albach; Eugen Damoc; Thomas Denzinger; Melitta Schachner; Michael Przybylski; Brigitte Schmitz,Analytical and Bioanalytical Chemistry,https://doi.org/10.1007/s00216-003-2383-2,https://openalex.org/W1971527136
2004,A graph-theoretic approach for the separation of b and y ions in tandem mass spectra,"Bo Yan, Chongle Pan, Victor Olman et al. (n=5)",Bo Yan; Chongle Pan; Victor Olman; Robert L. Hettich; Ying Xu,Bioinformatics,https://doi.org/10.1093/bioinformatics/bti044,https://openalex.org/W2102412629
2004,Detection of Genetic Variants of Transthyretin by Liquid Chromatography–Dual Electrospray Ionization Fourier-Transform Ion-Cyclotron-Resonance Mass Spectrometry,"Angelito I. Nepomuceno, Christopher J. Mason, David C. Muddiman et al. (n=5)",Angelito I. Nepomuceno; Christopher J. Mason; David C. Muddiman; H. Robert Bergen; Steven R. Zeldenrust,Clinical Chemistry,https://doi.org/10.1373/clinchem.2004.033274,https://openalex.org/W2122328962
2004,Toward Broader Inclusion of Liquid Chromatography-Mass Spectrometry in the Clinical Laboratory,Michael Kinter,Michael Kinter,Clinical Chemistry,https://doi.org/10.1373/clinchem.2004.037523,https://openalex.org/W2003961413
2004,Strategies for automating top-down protein analysis with Q-FTICR MS,"Steven M. Patrie, Dana Robinson, Fanyu Meng et al. (n=5)",Steven M. Patrie; Dana Robinson; Fanyu Meng; Yi Du; Neil L. Kelleher,International Journal of Mass Spectrometry,https://doi.org/10.1016/j.ijms.2004.02.020,https://openalex.org/W1965536848
2004,Peptide and protein characterization by high‐rate electron capture dissociation Fourier transform ion cyclotron resonance mass spectrometry,"Yury O. Tsybin, Margareta Ramström, Matthias Witt et al. (n=5)",Yury O. Tsybin; Margareta Ramström; Matthias Witt; Gökhan Baykut; P. Håkansson,Journal of Mass Spectrometry,https://doi.org/10.1002/jms.658,https://openalex.org/W2123148242
2004,Improved Molecular Weight-Based Processing of Intact Proteins for Interrogation by Quadrupole-Enhanced FT MS/MS,"Yi Du, Fanyu Meng, Steven M. Patrie et al. (n=5)",Yi Du; Fanyu Meng; Steven M. Patrie; Leah M. Miller; Neil L. Kelleher,Journal of Proteome Research,https://doi.org/10.1021/pr0499489,https://openalex.org/W1966947749
2004,Novel Linear Quadrupole Ion Trap/FT Mass Spectrometer:  Performance Characterization and Use in the Comparative Analysis of Histone H3 Post-translational Modifications,"John E. P. Syka, Jarrod A. Marto, Dina L. Bai et al. (n=12)",John E. P. Syka; Jarrod A. Marto; Dina L. Bai; Stevan Horning; Michael W. Senko; Jae C. Schwartz; Beatrix Ueberheide; Benjamin A. García; Scott A. Busby; Tara L. Muratore; Jeffrey Shabanowitz; Donald F. Hunt,Journal of Proteome Research,https://doi.org/10.1021/pr0499794,https://openalex.org/W1976645829
2004,Construction of a hybrid quadrupole/fourier transform ion cyclotron resonance mass spectrometer for versatile MS/MS above 10 kDa,"Steven M. Patrie, Jay P. Charlebois, David A. Whipple et al. (n=8)",Steven M. Patrie; Jay P. Charlebois; David A. Whipple; Neil L. Kelleher; Christopher L. Hendrickson; John Quinn; Alan G. Marshall; Biswarup Mukhopadhyay,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1016/j.jasms.2004.04.031,https://openalex.org/W2028332469
2004,High Rate Electron Capture Dissociation Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,Yury O. Tsybin,Yury O. Tsybin,KTH Publication Database DiVA (KTH Royal Institute of Technology),,https://openalex.org/W1764427009
2004,The role of electron capture dissociation in biomolecular analysis,"Helen J. Cooper, Kristina Håkansson, Alan G. Marshall",Helen J. Cooper; Kristina Håkansson; Alan G. Marshall,Mass Spectrometry Reviews,https://doi.org/10.1002/mas.20014,https://openalex.org/W2086482125
2004,Proteomics by FTICR mass spectrometry: Top down and bottom up,"Bogdan Bogdanov, Richard Smith",Bogdan Bogdanov; Richard Smith,Mass Spectrometry Reviews,https://doi.org/10.1002/mas.20015,https://openalex.org/W1984596349
2004,A new and sensitive on‐line liquid chromatography/mass spectrometric approach for top‐down protein analysis: the comprehensive analysis of human growth hormone in an <i>E. coli</i> lysate using a hybrid linear ion trap/Fourier transform ion cyclotron resonance mass spectrometer,"Shiaw‐Lin Wu, Ian Jardine, William S. Hancock et al. (n=4)",Shiaw‐Lin Wu; Ian Jardine; William S. Hancock; Barry L. Karger,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.1609,https://openalex.org/W2084378278
2005,Protein fragmentation via liquid chromatography–quadrupole time-of-flight mass spectrometry: The use of limited sequence information in structural characterization,"Robert W. Johnson, Tanveer F. Ahmed, Laura J. Miesbauer et al. (n=9)",Robert W. Johnson; Tanveer F. Ahmed; Laura J. Miesbauer; Rohinton Edalji; Richard Smith; John E. Harlan; Sarah A. Dorwin; Karl A. Walter; Tom Holzman,Analytical Biochemistry,https://doi.org/10.1016/j.ab.2005.03.009,https://openalex.org/W2084533981
2005,Effective novel dissociation methods for intact protein: Heat-assisted nozzle-skimmer collisionally induced dissociation and infrared multiphoton dissociation using a Fourier transform ion cyclotron resonance mass spectrometer equipped with a micrometal electrospray ionization emitter,"Naoyuki Yamada, Eiichiro Suzuki, Kazuo Hirayama",Naoyuki Yamada; Eiichiro Suzuki; Kazuo Hirayama,Analytical Biochemistry,https://doi.org/10.1016/j.ab.2005.10.026,https://openalex.org/W2061661441
2005,Multipole-Storage-Assisted Dissociation for the Characterization of Large Proteins and Simple Protein Mixtures by ESI-FTICR-MS,"Chongle Pan, Robert L. Hettich",Chongle Pan; Robert L. Hettich,Analytical Chemistry,https://doi.org/10.1021/ac048297x,https://openalex.org/W2075108889
2005,Top-Down Approaches for Measuring Expression Ratios of Intact Yeast Proteins Using Fourier Transform Mass Spectrometry,"Yi Du, Bryan A. Parks, Seyoung Sohn et al. (n=5)",Yi Du; Bryan A. Parks; Seyoung Sohn; Kurt E. Kwast; Neil L. Kelleher,Analytical Chemistry,https://doi.org/10.1021/ac050993p,https://openalex.org/W2043295041
2005,Chapter 5 Phosphorylation-specific analysis strategies for mass spectrometry: enhanced detection of phosphorylated proteins and peptides,"Allan Stensballe, Richard J. Simpson",Allan Stensballe; Richard J. Simpson,Comprehensive analytical chemistry,https://doi.org/10.1016/s0166-526x(05)46005-5,https://openalex.org/W207033032
2005,Electron Capture Dissociation of <i>O</i> -Glycosylated Peptides: Radical Site-Induced Fragmentation of Glycosidic Bonds,"Michael Mormann, Hans Paulsen, Jasna Peter‐Katalinić",Michael Mormann; Hans Paulsen; Jasna Peter‐Katalinić,European Journal of Mass Spectrometry,https://doi.org/10.1255/ejms.738,https://openalex.org/W2039921757
2005,"Human Plasma <i>N</i>-Glycoproteome Analysis by Immunoaffinity Subtraction, Hydrazide Chemistry, and Mass Spectrometry","Tao Liu, Weijun Qian, Marina A. Gritsenko et al. (n=7)",Tao Liu; Weijun Qian; Marina A. Gritsenko; David Camp; Matthew Monroe; Ronald Moore; Richard Smith,Journal of Proteome Research,https://doi.org/10.1021/pr0502065,https://openalex.org/W1971280282
2005,Extended Range Proteomic Analysis (ERPA):  A New and Sensitive LC−MS Platform for High Sequence Coverage of Complex Proteins with Extensive Post-translational ModificationsComprehensive Analysis of Beta-Casein and Epidermal Growth Factor Receptor (EGFR),"Shiaw‐Lin Wu, Jeongkwon Kim, William S. Hancock et al. (n=4)",Shiaw‐Lin Wu; Jeongkwon Kim; William S. Hancock; Barry L. Karger,Journal of Proteome Research,https://doi.org/10.1021/pr050113n,https://openalex.org/W2042345580
2005,Improved mass accuracy for tandem mass spectrometry,"Nathan K. Kaiser, Gordon Anderson, James E. Bruce",Nathan K. Kaiser; Gordon Anderson; James E. Bruce,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1016/j.jasms.2004.12.005,https://openalex.org/W2095358024
2005,Characterization of a new qQq-FTICR mass spectrometer for post-translational modification analysis and top-down tandem mass spectrometry of whole proteins,"Judith A. Jebanathirajah, Jason L. Pittman, Bruce A. Thomson et al. (n=9)",Judith A. Jebanathirajah; Jason L. Pittman; Bruce A. Thomson; Bogdan Budnik; Parminder Kaur; Michael Rapé; Marc W. Kirschner; Catherine E. Costello; Peter B. O’Connor,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1016/j.jasms.2005.08.008,https://openalex.org/W2108121781
2005,New and automated MS<sup>n</sup> approaches for top-down identification of modified proteins,"Vlad Zabrouskov, Michael W. Senko, Yi Du et al. (n=5)",Vlad Zabrouskov; Michael W. Senko; Yi Du; Richard D. LeDuc; Neil L. Kelleher,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1016/j.jasms.2005.08.004,https://openalex.org/W2151188405
2005,A new hybrid electrospray Fourier transform mass spectrometer: design and performance characteristics,"Peter B. O’Connor, Jason L. Pittman, Bruce A. Thomson et al. (n=9)",Peter B. O’Connor; Jason L. Pittman; Bruce A. Thomson; Bogdan Budnik; Jason Cournoyer; Judith A. Jebanathirajah; Cheng Lin; Susanne C. Moyer; Cheng Zhao,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.2307,https://openalex.org/W2009706825
2005,La propensión a la promoción del consumidor: una nueva perspectiva basada en beneficios,María Dolores Palazón Vidal,María Dolores Palazón Vidal,Revista española de investigación de marketing,https://doi.org/10.1021/ac202980z,https://openalex.org/W22283685
2006,Analyse des explorations haptiques de formes pour la conception d'un dispositif de suppléance perceptive dédié aux personnes aveugles,Amal Ali Ammar,Amal Ali Ammar,,https://doi.org/10.3390/foods10092028,https://openalex.org/W34574138
2006,Mass spectrometry in demonstrating the site-specific nitration of hen egg white lysozyme by an improved electrochemical method,"D. Matters, Helen J. Cooper, Liam A. McDonnell et al. (n=8)",D. Matters; Helen J. Cooper; Liam A. McDonnell; Jesús Iniesta; John Heptinstall; Peter J. Derrick; David J. Walton; I. R. Peterson,Analytical Biochemistry,https://doi.org/10.1016/j.ab.2006.06.033,https://openalex.org/W2031035693
2006,Using size exclusion chromatography‐RPLC and RPLC‐CIEF as two‐dimensional separation strategies for protein profiling,"David C. Simpson, Seonghee Ahn, Ljiljana Paša‐Tolić et al. (n=9)",David C. Simpson; Seonghee Ahn; Ljiljana Paša‐Tolić; Bogdan Bogdanov; Heather M. Mottaz; Andrey N. Vilkov; Gordon Anderson; Mary Lipton; Richard Smith,Electrophoresis,https://doi.org/10.1002/elps.200600037,https://openalex.org/W2072458917
2006,Mass spectrometry for comparative proteomics of degenerative and regenerative processes in the brain,Carina Sihlbom,Carina Sihlbom,Gothenburg University Publications Electronic Archive (Gothenburg University),https://doi.org/10.1016/j.ijms.2004.02.016,https://openalex.org/W1560578975
2006,Etude de complexes protéiques non covalents par spectrométrie de masse FT-ICR.,Thorsten Daubenfeld,Thorsten Daubenfeld,HAL (Le Centre pour la Communication Scientifique Directe),,https://openalex.org/W2266588487
2006,Proteomic Profiling of Intact Proteins Using WAX-RPLC 2-D Separations and FTICR Mass Spectrometry,"S. Sharma, David C. Simpson, Nikola Tolić et al. (n=7)",S. Sharma; David C. Simpson; Nikola Tolić; Navdeep Jaitly; Anoop Mayampurath; Richard Smith; Ljiljana Paša‐Tolić,Journal of Proteome Research,https://doi.org/10.1021/pr060354a,https://openalex.org/W2087886302
2006,Quantitative Analysis of Acrylamide Labeled Serum Proteins by LC−MS/MS,"Vítor M. Faça, Marc Coram, Doug Phanstiel et al. (n=8)",Vítor M. Faça; Marc Coram; Doug Phanstiel; Veronika Glukhova; Qing Zhang; Matthew Fitzgibbon; Martin McIntosh; Samir Hanash,Journal of Proteome Research,https://doi.org/10.1021/pr060102+,https://openalex.org/W1972055109
2006,Enhanced Analysis of Metastatic Prostate Cancer Using Stable Isotopes and High Mass Accuracy Instrumentation,"Patrick A. Everley, Corey E. Bakalarski, Joshua E. Elias et al. (n=9)",Patrick A. Everley; Corey E. Bakalarski; Joshua E. Elias; Carol Waghorne; Sean A. Beausoleil; Scott A. Gerber; Brendan K. Faherty; Bruce R. Zetter; Steven P. Gygi,Journal of Proteome Research,https://doi.org/10.1021/pr0504891,https://openalex.org/W2006001147
2006,Currents: Human embryo proteomics | An interactome map for humans | Metabonomics for epidemiology | Which proteins are involved in differentiation? | PBDEs and the developing brain | Ultramicroarrays for limited sample quantities | Top-down proteomics on an Orbitrap mass spectrometer | ICPMS for proteomics | TOOLbox: Making a SPLASH | PRISM | Integrating heterogeneous data sets | Combined database of network interactions | ProteomeCommons.org JAF | MasSPIKE,,,Journal of Proteome Research,https://doi.org/10.1021/pr062717c,https://openalex.org/W4231895881
2006,Currents: Putting the Orbitrap through its paces | Global phosphorylation map | Far-westerns for identifying prion-binding proteins | Fast and efficient trypsin digestion | Cisplatin resistance in ovarian cancer cells | Ambient MS for proteins | Breast cancer phosphorylation,,,Journal of Proteome Research,https://doi.org/10.1021/pr062687d,https://openalex.org/W4214871726
2006,Sub parts-per-million mass measurement accuracy of intact proteins and product ions achieved using a dual electrospray ionization quadrupole fourier transform ion cyclotron resonance mass spectrometer,"D. Keith Williams, Adam M. Hawkridge, David C. Muddiman",D. Keith Williams; Adam M. Hawkridge; David C. Muddiman,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1016/j.jasms.2006.08.014,https://openalex.org/W2133923164
2006,Determination of peptide and protein ion charge states by fourier transformation of isotope-resolved mass spectra,"David L. Tabb, Manesh Shah, Michael Brad Strader et al. (n=6)",David L. Tabb; Manesh Shah; Michael Brad Strader; Heather Connelly; Robert L. Hettich; Gregory B. Hurst,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1016/j.jasms.2006.02.003,https://openalex.org/W2023356470
2006,Top-down Protein Sequencing and MS3 on a Hybrid Linear Quadrupole Ion Trap-Orbitrap Mass Spectrometer,"Boris Maček, Leonie F. Waanders, Jesper V. Olsen et al. (n=4)",Boris Maček; Leonie F. Waanders; Jesper V. Olsen; Matthias Mann,Molecular & Cellular Proteomics,https://doi.org/10.1074/mcp.t500042-mcp200,https://openalex.org/W2138832989
2006,Probing Genuine Strong Interactions and Post-translational Modifications in the Heterogeneous Yeast Exosome Protein Complex,"Silvia A. Synowsky, Robert H. H. van den Heuvel, Shabaz Mohammed et al. (n=5)",Silvia A. Synowsky; Robert H. H. van den Heuvel; Shabaz Mohammed; W.W.M. Pim Pijnappel; Albert J. R. Heck,Molecular & Cellular Proteomics,https://doi.org/10.1074/mcp.m600043-mcp200,https://openalex.org/W2125393772
2006,Combined top-down and bottom-up proteomics identifies a phosphorylation site in stem–loop-binding proteins that contributes to high-affinity RNA binding,"Christoph H. Borchers, Roopa Thapar, Evgeniy V. Petrotchenko et al. (n=8)",Christoph H. Borchers; Roopa Thapar; Evgeniy V. Petrotchenko; Matthew P. Torres; J. Paul Speir; Michael L. Easterling; Zbigniew Domiński; William F. Marzluff,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.0511289103,https://openalex.org/W1972392744
2006,Orbitrap Mass Analyzer – Overview and Applications in Proteomics,"Michaela Ščigelová, Alexander Makarov",Michaela Ščigelová; Alexander Makarov,PROTEOMICS,https://doi.org/10.1002/pmic.200600528,https://openalex.org/W2163827634
2006,Structural Characterization and Identification of Post‐Translational Modifications of Human Eukaryotic Initiation Factor 3 (eIF3) by FTICR Mass Spectrometry,"Eugen Damoc, Christopher S. Fraser, Jennifer A. Doudna et al. (n=4)",Eugen Damoc; Christopher S. Fraser; Jennifer A. Doudna; Julie A. Leary,The FASEB Journal,https://doi.org/10.1096/fasebj.20.4.a528-c,https://openalex.org/W3173309011
2006,Quality vs Quantity in Mass Spectrometric Analysis of Complex Mixtures,"Robert J. Chalkley, David Maltby, Katalin F. Medzihradszky et al. (n=6)",Robert J. Chalkley; David Maltby; Katalin F. Medzihradszky; Shenheng Guan; Peter R. Baker; Alma L. Burlingame,The FASEB Journal,https://doi.org/10.1096/fasebj.20.5.a926-a,https://openalex.org/W399531223
2007,Relative Information Content and Top-Down Proteomics by Mass Spectrometry:  Utility of Ion/Ion Proton-Transfer Reactions in Electrospray-Based Approaches,"Jian Liu, Paul A. Chrisman, David E. Erickson et al. (n=4)",Jian Liu; Paul A. Chrisman; David E. Erickson; Scott A. McLuckey,Analytical Chemistry,https://doi.org/10.1021/ac061798t,https://openalex.org/W2022288426
2007,Implementation of Electron-Transfer Dissociation on a Hybrid Linear Ion Trap−Orbitrap Mass Spectrometer,"Graeme C. McAlister, Doug Phanstiel, David M. Good et al. (n=5)",Graeme C. McAlister; Doug Phanstiel; David M. Good; W. Travis Berggren; Joshua J. Coon,Analytical Chemistry,https://doi.org/10.1021/ac070020k,https://openalex.org/W1988396270
2007,Proteomic and phosphor-proteomic signatures of clinical hepatitis B virus-associated hepatocellular carcinoma,"Chen Li, Jie Dai, Hong Ruan et al. (n=9)",Chen Li; Jie Dai; Hong Ruan; Kang Tu; Ye Tan; Hong Wang; Yi Li; Jia Wu; Rong Zeng,Cancer Research,,https://openalex.org/W2900925767
2007,Protein-sequence polymorphisms and post-translational modifications in proteins from human saliva using top-down Fourier-transform ion cyclotron resonance mass spectrometry,"Julian P. Whitelegge, Vlad Zabrouskov, Frédéric Halgand et al. (n=10)",Julian P. Whitelegge; Vlad Zabrouskov; Frédéric Halgand; Puneet Souda; Sara Bassilian; Weihong Yan; Larry Wolinsky; Joseph A. Loo; David T. Wong; Kym F. Faull,International Journal of Mass Spectrometry,https://doi.org/10.1016/j.ijms.2007.08.008,https://openalex.org/W2016826955
2007,Nanoelectrospray peptide mapping revisited: Composite survey spectra allow high dynamic range protein characterization without LCMS on an orbitrap mass spectrometer,"Aiping Lu, Leonie F. Waanders, Reinaldo Almeida et al. (n=9)",Aiping Lu; Leonie F. Waanders; Reinaldo Almeida; Guoqing Li; Mark Allen; Jürgen Cox; Jesper V. Olsen; Tiziana Bonaldi; Matthias Mann,International Journal of Mass Spectrometry,https://doi.org/10.1016/j.ijms.2007.05.006,https://openalex.org/W1986012746
2007,"Identification of N,Nɛ-dimethyl-lysine in the murine dioxin receptor using MALDI-TOF/TOF- and ESI-LTQ-Orbitrap-FT-MS","Keyur A. Dave, Brett R. Hamilton, Tristan P. Wallis et al. (n=6)",Keyur A. Dave; Brett R. Hamilton; Tristan P. Wallis; Sebastian G. B. Furness; Murray L. Whitelaw; Jeffrey J. Gorman,International Journal of Mass Spectrometry,https://doi.org/10.1016/j.ijms.2007.06.001,https://openalex.org/W1973610153
2007,Serum glycan analysis in metastatic breast cancer,"Helen K. Chew, Suzanne Miyamoto, Hyun Joo An et al. (n=5)",Helen K. Chew; Suzanne Miyamoto; Hyun Joo An; David M. Rocke; Carlito B. Lebrilla,Journal of Clinical Oncology,https://doi.org/10.1200/jco.2007.25.18_suppl.11504,https://openalex.org/W2280785741
2007,Observation of heterogeneous gene products by FT-ICR MS,"Duncan H. L. Robertson, Stephen C. C. Wong, Robert J. Beynon et al. (n=5)",Duncan H. L. Robertson; Stephen C. C. Wong; Robert J. Beynon; Jane L. Hurst; Simon J. Gaskell,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1016/j.jasms.2007.10.011,https://openalex.org/W2121270536
2007,Top-down quantitation and characterization of SILAC-labeled proteins,"Leonie F. Waanders, S. Hanke, Matthias Mann",Leonie F. Waanders; S. Hanke; Matthias Mann,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1016/j.jasms.2007.09.001,https://openalex.org/W2087382378
2007,P73-S High-Resolution Mass Spectrometry Study of the Effects of Chemical and Environmental Stimuli on the Post-Translational State of Histone H4.,"C. Logan Mackay, Stefan Weidt, Ted R. Hupp et al. (n=5)",C. Logan Mackay; Stefan Weidt; Ted R. Hupp; Patrick R. R. Langridge‐Smith; Larry Hayward,PubMed Central,,https://openalex.org/W314631987
2007,Identification of protein phosphorylation sites within Ser/Thr‐rich cluster domains using site‐directed mutagenesis and hybrid linear quadrupole ion trap Fourier transform ion cyclotron resonance mass spectrometry,"J.B. King, Julia Christina Gross, Christine M. Lovly et al. (n=5)",J.B. King; Julia Christina Gross; Christine M. Lovly; Helen Piwnica‐Worms; R. Reid Townsend,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.3223,https://openalex.org/W2105768372
2007,Intact protein analysis using a quadrupole-Fourier transform mass spectrometer.,佐藤 成宙,佐藤 成宙,SEIBUTSU BUTSURI KAGAKU,https://doi.org/10.2198/sbk.51.65,https://openalex.org/W641652978
2007,New generation of proteomics analysis based on mass spectrometry.,"Toshiji Kudo, Daisuke Higo",Toshiji Kudo; Daisuke Higo,SEIBUTSU BUTSURI KAGAKU,https://doi.org/10.2198/sbk.51.59,https://openalex.org/W1966886536
2008,Proteomics Sample Preparation,,,,https://doi.org/10.1002/9783527622832,https://openalex.org/W114739423
2008,P3‐071: Mass spectrometric characterization of tau in cerebrospinal fluid,"Johan Gobom, Erik Portelius, Sara Hansson et al. (n=12)",Johan Gobom; Erik Portelius; Sara Hansson; Ai Tran; Henrik Zetterberg; Pierre Grognet; Eugeen Vanmechelen; Kina Hoeglund; Gunnar Brinkmalm; Ann Brinkmalm; Eckhard Nordhoff; Kaj Blennow,Alzheimer s & Dementia,https://doi.org/10.1016/j.jalz.2008.05.1635,https://openalex.org/W1964453673
2008,Top-Down Identification and Quantification of Stable Isotope Labeled Proteins from <i>Aspergillus flavus</i> Using Online Nano-Flow Reversed-Phase Liquid Chromatography Coupled to a LTQ-FTICR Mass Spectrometer,"Timothy S. Collier, Adam M. Hawkridge, D. Ryan Georgianna et al. (n=5)",Timothy S. Collier; Adam M. Hawkridge; D. Ryan Georgianna; Gary A. Payne; David C. Muddiman,Analytical Chemistry,https://doi.org/10.1021/ac800254z,https://openalex.org/W2042939873
