year,title,authors_short,all_authors,journal,doi,openalex_id
2014,Nutrikinetic modeling reveals order of genistein phase II metabolites appearance in human plasma,"Suzanne Smit, Ewa Szymańska, Iris Kunz et al. (n=12)",Suzanne Smit; Ewa Szymańska; Iris Kunz; Maria Victoria Gómez Roldán; Marcel W. E. M. van Tilborg; Peter Weber; Kevin Prudence; Frans van der Kloet; John van Duynhoven; Age K. Smilde; Ric C. H. de Vos; Igor Bendik,Molecular Nutrition & Food Research,https://doi.org/10.1002/mnfr.201400325,https://openalex.org/W2117124319
2014,Water droplets in oil are microhabitats for microbial life,"Rainer U. Meckenstock, Frederick von Netzer, Christine Stumpp et al. (n=11)",Rainer U. Meckenstock; Frederick von Netzer; Christine Stumpp; Tillmann Lueders; Anne M. Himmelberg; Norbert Hertkorn; Philippe Schmitt‐Kopplin; Mourad Harir; Riad Hosein; Shirin Haque; Dirk Schulze‐Makuch,Science,https://doi.org/10.1126/science.1252215,https://openalex.org/W2061510693
2014,Distinct signatures of host–microbial meta-metabolome and gut microbiome in two C57BL/6 strains under high-fat diet,"Alesia Walker, Barbara Pfitzner, Susanne Neschen et al. (n=19)",Alesia Walker; Barbara Pfitzner; Susanne Neschen; Melanie Kahle; Mourad Harir; Marianna Lucio; Franco Moritz; Dimitrios Tziotis; Michael Witting; Michael Rothballer; Marion Engel; Michael Schmid; David Endesfelder; Martin Klingenspor; Thomas Rattei; Wolfgang zu Castell; Martin Hrabě de Angelis; Anton Hartmann; Philippe Schmitt‐Kopplin,The ISME Journal,https://doi.org/10.1038/ismej.2014.79,https://openalex.org/W2109746584
2015,"Chemical Investigations of Diabetes Mellitus, Malaria, and Castrate-Resistant Prostate Cancer",Maggie Sparks Lookadoo,Maggie Sparks Lookadoo,,,https://openalex.org/W2210630250
2015,Validated High Resolution Mass Spectrometry-Based Approach for Metabolomic Fingerprinting of the Human Gut Phenotype,"Julie Vanden Bussche, Massimo Marzorati, Debby Laukens et al. (n=4)",Julie Vanden Bussche; Massimo Marzorati; Debby Laukens; Lynn Vanhaecke,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.5b02688,https://openalex.org/W2261917108
2015,A Comparison of the Metabolome of Male and Female Drosophila melanogaster,"Rong Zhang, Tong Zhang, Dominika Korzekwa et al. (n=6)",Rong Zhang; Tong Zhang; Dominika Korzekwa; Shadi Al-Johani; Julian A. T. Dow; David G. Watson,Current Metabolomics,https://doi.org/10.2174/2213235x03666150108233830,https://openalex.org/W2319800684
2015,Mass spectrometry-based metabolomics to unravel alterations in hepatic cell lines and transgenic mouse model of Alzheimer's disease,Zhi Tang,Zhi Tang,HKBU Institutional Repository (Hong Kong Baptist University),,https://openalex.org/W2587749352
2015,Reference Standardization for Mass Spectrometry and High-resolution Metabolomics Applications to Exposome Research,"Young‐Mi Go, Douglas I. Walker, Yongliang Liang et al. (n=12)",Young‐Mi Go; Douglas I. Walker; Yongliang Liang; Karan Uppal; Quinlyn A. Soltow; ViLinh Tran; Frederick H. Strobel; Arshed A. Quyyumi; Thomas R. Ziegler; Kurt D. Pennell; Gary W. Miller; Dean P. Jones,Toxicological Sciences,https://doi.org/10.1093/toxsci/kfv198,https://openalex.org/W1456625250
2016,Can 2 apples a day decrease cholesterol and modulate the gut microbiome in mildly hypercholesterolaemic subjects?,"A. Koutsos, Marynka Ulaszewska, Francesca Fava et al. (n=11)","A. Koutsos; Marynka Ulaszewska; Francesca Fava; Jan Stanstrup; Kajetan Trôst; Mariani, Letizia; Mattivi, Fulvio; Tuohy, Kieran Michael; Angéline Galvin; Tanya Braune; Lovegrove J.",CINECA IRIS Institutional Research Information System (Fondazione Edmund Mach),,https://openalex.org/W2511178575
2016,Quantitative performance of a quadrupole-orbitrap-MS in targeted LC–MS determinations of small molecules,"Baptiste Grund, Laure Marvin, Bertrand Rochat",Baptiste Grund; Laure Marvin; Bertrand Rochat,Journal of Pharmaceutical and Biomedical Analysis,https://doi.org/10.1016/j.jpba.2016.02.025,https://openalex.org/W2278239683
2016,Dietary fat and gut microbiota interactions determine diet-induced obesity in mice,"Raphaela Kübeck, Catalina Bonet-Ripoll, Christina Hoffmann et al. (n=14)",Raphaela Kübeck; Catalina Bonet-Ripoll; Christina Hoffmann; Alesia Walker; Veronika Maria Müller; Valentina Schüppel; Ilias Lagkouvardos; Birgit Scholz; Karl‐Heinz Engel; Hannelore Daniel; Philippe Schmitt‐Kopplin; Dirk Haller; Thomas Clavel; Martin Klingenspor,Molecular Metabolism,https://doi.org/10.1016/j.molmet.2016.10.001,https://openalex.org/W2530535683
2017,Mass spectrometry based metabolomics to follow the prebiotic and probiotic impact on the human gut microbiome,Tanja Maier,Tanja Maier,mediaTUM – the media and publications repository of the Technical University Munich (Technical University Munich),,https://openalex.org/W2915377520
2017,Effect of Sweetened Dried Cranberry Consumption on Urinary Proteome and Fecal Microbiome in Healthy Human Subjects,"Nell A Bekiares, Christian G. Krueger, Jennifer J. Meudt et al. (n=5)",Nell A Bekiares; Christian G. Krueger; Jennifer J. Meudt; Dhanansayan Shanmuganayagam; Jess D. Reed,OMICS A Journal of Integrative Biology,https://doi.org/10.1089/omi.2016.0167,https://openalex.org/W2626503340
2017,"INTEGRATING THE INFLUENCE OF HOST, DIET AND MICROBIOME VIA FECAL METABOLOMICS AND LIPIDOMICS TO REVEAL METABOLIC PERTURBATIONS IN TYPE 2 DIABETES","Lieven Van Meulebroek, Ellen De Paepe, Simon Bos et al. (n=5)",Lieven Van Meulebroek; Ellen De Paepe; Simon Bos; Bruno Lapauw; Lynn Vanhaecke,Scripta Scientifica Pharmaceutica,https://doi.org/10.14748/ssp.v4i1.3973,https://openalex.org/W3139374080
2017,NMR METABOLOMICS AND PROTEOMICS ON CELL MONOLAYER STUDYING THE EFFECT OF SYMBIOTICS,"Christian Clement Yde, Steffen Bak, Martin Krøyer Rasmussen et al. (n=6)",Christian Clement Yde; Steffen Bak; Martin Krøyer Rasmussen; J.F. Young; Henrik Max; Lotta K. Stenman,Scripta Scientifica Pharmaceutica,https://doi.org/10.14748/ssp.v4i1.4010,https://openalex.org/W2955166322
2018,Bioinformatics and Virtual Metabolomics Core infrastructure to support omics research in Qatar,"Anna Halama, Shaza B. Zaghlool, Aditya Bhagwat et al. (n=6)",Anna Halama; Shaza B. Zaghlool; Aditya Bhagwat; Michał Kuliński; Aishah A. Latiff; Karsten Suhre,,https://doi.org/10.5339/qfarc.2018.hbpd612,https://openalex.org/W2886445856
2018,The study of plant specialized metabolism: Challenges and prospects in the genomics era,"Gaurav D. Moghe, Lars Kruse",Gaurav D. Moghe; Lars Kruse,American Journal of Botany,https://doi.org/10.1002/ajb2.1101,https://openalex.org/W2809500496
2018,Towards measuring growth rates of pathogens during infections by D <sub>2</sub> O-labeling lipidomics,"Cajetan Neubauer, Alex L. Sessions, Ian R. Booth et al. (n=7)",Cajetan Neubauer; Alex L. Sessions; Ian R. Booth; Benjamin P. Bowen; Sebastian Kopf; Dianne K. Newman; Nathan F. Dalleska,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/330464,https://openalex.org/W2803509901
2018,Effects of Oligosaccharides From Morinda officinalis on Gut Microbiota and Metabolome of APP/PS1 Transgenic Mice,"Xin Yang, Chen Diling, Jian Yang et al. (n=12)",Xin Yang; Chen Diling; Jian Yang; Liu Ting; Hu Guoyan; Liang Hualun; Tang Xiaocui; Guoxiao Lai; Ou Shuai; Zheng Chaoqun; Zhao Jun; Xie Yizhen,Frontiers in Neurology,https://doi.org/10.3389/fneur.2018.00412,https://openalex.org/W2804939759
2018,Mass spectrometry-based metabolomics study on KRAS-mutant colorectal cancer and rheumatoid arthritis,"Li, Xiaona","Li, Xiaona",HKBU Institutional Repository (Hong Kong Baptist University),,https://openalex.org/W2906830467
2018,"Metabolome Wide Association Study and the Exposome: Linking Exposure to Internal Dose, Biological Response and Disease","Douglas I. Walker, Vrinda Kalia, Karan Uppal et al. (n=6)",Douglas I. Walker; Vrinda Kalia; Karan Uppal; Shuzhao Li; Gary W. Miller; Dean Jones,ISEE Conference Abstracts,https://doi.org/10.1289/isesisee.2018.s01.02.08,https://openalex.org/W2990175348
2018,441 Biochemical and Microbial Biomarkers of Feed Efficiency in Black Angus Steers.,"Brooke A. Clemmons, Cameron Martino, Mallory M Embree et al. (n=7)",Brooke A. Clemmons; Cameron Martino; Mallory M Embree; Emily A Melchior; Brynn H. Voy; Shawn R. Campagna; Phillip R. Myer,Journal of Animal Science,https://doi.org/10.1093/jas/sky073.438,https://openalex.org/W2797180177
2018,Ultra-High Resolution Mass Spectrometry in Characterizing the Impact of Whole Grain Diet on Human Gut Meta-Metabolome,Kirill S. Smirnov,Kirill S. Smirnov,mediaTUM – the media and publications repository of the Technical University Munich (Technical University Munich),,https://openalex.org/W2950962594
2018,The chemodiversity of paddy soil dissolved organic matter correlates with microbial community at continental scales,"Hong‐Yi Li, Hang Wang, Haitao Wang et al. (n=16)",Hong‐Yi Li; Hang Wang; Haitao Wang; Peiyong Xin; Xinhua Xu; Yun Ma; Weiping Liu; Chang-Yun Teng; Cheng‐Liang Jiang; Liping Lou; Wyatt Arnold; Lauren Cralle; Yong‐Guan Zhu; Jinfang Chu; Jack A. Gilbert; Zhijian Zhang,Microbiome,https://doi.org/10.1186/s40168-018-0561-x,https://openalex.org/W2895800703
2018,Chronic d-serine supplementation impairs insulin secretion,"Lisa Suwandhi, Simone Hausmann, Alexander Braun et al. (n=22)",Lisa Suwandhi; Simone Hausmann; Alexander Braun; Tim Gruber; Silke S. Heinzmann; Eric J. C. Gálvez; Achim Buck; Beata Legutko; Andreas Israel; Annette Feuchtinger; Elizabeth Haythorne; Harald Staiger; Martin Heni; Hans‐Ulrich Häring; Philippe Schmitt‐Kopplin; Axel Walch; Cristina García Cáceres; Matthias H. Tschöp; Guy A. Rutter; Till Strowig; Martin Elsner; Siegfried Ussar,Molecular Metabolism,https://doi.org/10.1016/j.molmet.2018.07.002,https://openalex.org/W2883974740
2018,High‐resolution gas chromatography/mass spectrometry metabolomics of non‐human primate serum,"Biswapriya B. Misra, Ekong Bassey, Andrew C. Bishop et al. (n=6)",Biswapriya B. Misra; Ekong Bassey; Andrew C. Bishop; David T. Kusel; Laura A. Cox; Michael Olivier,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.8197,https://openalex.org/W2806945897
2018,"Target Monitoring and Non-target Discovery of Halogenated Contaminants in Water, Wildlife and Humans",Yanna Liu,Yanna Liu,University of Alberta Library,https://doi.org/10.7939/r38912629,https://openalex.org/W3194721130
2019,Variation in the microbial community contributes to the improvement of the main active compounds of Magnolia officinalis Rehd. et Wils in the process of sweating,"Qinahua Wu, Dan Wei, Linlin Dong et al. (n=9)",Qinahua Wu; Dan Wei; Linlin Dong; Yuping Liu; Chaoxiang Ren; Qianqian Liu; Cuiping Chen; Jiang Chen; Jin Pei,Chinese Medicine,https://doi.org/10.1186/s13020-019-0267-4,https://openalex.org/W2981384353
2019,Identifying novel metal biomarkers and biochemical networks in the Strong Heart Family Study: An integrative metallome-metabolomic analysis,"Tiffany R. Sanchez, Hu X, Vy Tran et al. (n=10)",Tiffany R. Sanchez; Hu X; Vy Tran; Jinying Zhao; Go Y; Shelley Cole; Jason G. Umans; Dean P. Jones; Ana Navas‐Acién; Karan Uppal,Environmental Epidemiology,https://doi.org/10.1097/01.ee9.0000609836.62668.f2,https://openalex.org/W2981671694
2019,α-Galactosylceramide: a potent immunomodulator produced by gut microbes,Rotonya M. Carr,Rotonya M. Carr,Journal of Lipid Research,https://doi.org/10.1194/jlr.c119000437,https://openalex.org/W2979249063
2019,Metaproteomics of fecal samples of Crohn's disease and Ulcerative Colitis,"Theresa Lehmann, Kay Schallert, Ramiro Vilchez‐Vargas et al. (n=13)",Theresa Lehmann; Kay Schallert; Ramiro Vilchez‐Vargas; Dirk Benndorf; Sebastian Püttker; Svenja Sydor; Christian Schulz; Lars P. Bechmann; Ali Canbay; Benjamin Heidrich; Udo Reichl; Alexander Link; Robert Heyer,Journal of Proteomics,https://doi.org/10.1016/j.jprot.2019.04.009,https://openalex.org/W2938809374
2019,Impact of SchisandraChinensis Bee Pollen on Nonalcoholic Fatty Liver Disease and Gut Microbiota in HighFat Diet Induced Obese Mice,"Ni Cheng, Sinan Chen, Xinyan Liu et al. (n=5)",Ni Cheng; Sinan Chen; Xinyan Liu; Haoan Zhao; Wei Cao,Nutrients,https://doi.org/10.3390/nu11020346,https://openalex.org/W2913692919
2019,O6E.4 Metabolome and exposome profiling: new opportunities to study risk factors for parkinson’s disease,"Susan Peters, Douglas I. Walker, Gary W. Miller et al. (n=7)",Susan Peters; Douglas I. Walker; Gary W. Miller; Marc Chadeau‐Hyam; Paolo Vineis; V. Gallo; Roel Vermeulen,Occupational and Environmental Medicine,https://doi.org/10.1136/oem-2019-epi.161,https://openalex.org/W2973180726
2019,0203 Greater Change in Fecal Metabolome Associated with Lower Ability to Maintain Wakefulness During Sleep Restriction and Circadian Misalignment.,"Kate E. Sprecher, Fernando Vargas, Antonio Peña-Gonzaez et al. (n=12)",Kate E. Sprecher; Fernando Vargas; Antonio Peña-Gonzaez; Tina Burke; Christopher M. Depner; Pieter C. Dorrestein; Monika Fleshner; Rob Knight; Christopher A. Lowry; Fred W. Turek; Martha Hotz Vitaterna; Kenneth P. Wright,SLEEP,https://doi.org/10.1093/sleep/zsz067.202,https://openalex.org/W2939284933
2020,Neonatal diet alters fecal microbiota and metabolome profiles at different ages in infants fed breast milk or formula,"Lauren Brink, Kelly E. Mercer, Brian D. Piccolo et al. (n=13)",Lauren Brink; Kelly E. Mercer; Brian D. Piccolo; Sree V. Chintapalli; Ahmed A. Elolimy; Anne K. Bowlin; Katelin S. Matazel; Lindsay Pack; Sean H. Adams; Kartik Shankar; Thomas M. Badger; Aline Andres; Laxmi Yeruva,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/nqaa076,https://openalex.org/W3019720776
2020,Antibiotic-dependent relationships between nasal microbiome and secreted proteome in chronic rhinosinusitis and nasal polyps,"Y KIM, Dohyun Han, Ji‐Hun Mo et al. (n=8)",Y KIM; Dohyun Han; Ji‐Hun Mo; Y.-K. Kim; Dae Woo Kim; Hyo Geun Choi; Jong‐Wan Park; Hyun‐Woo Shin,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/2020.04.26.060764,https://openalex.org/W3017936963
2020,<i>In Vitro</i> Effects of Ginseng and the Seed of <i>Zizyphus jujuba</i> var. <i>spinosa</i> on Gut Microbiota of Rats with Spleen Deficiency,"Fangtong Li, Di Yang, Feng‐Yuan Song et al. (n=7)",Fangtong Li; Di Yang; Feng‐Yuan Song; Ming Liu; Yulin Dai; Fei Zheng; Hao Yue,Chemistry & Biodiversity,https://doi.org/10.1002/cbdv.202000199,https://openalex.org/W3037791102
2020,"Changes of Human Gut Microbiome Correlated with Metabolomics After Cranberry Juice Consumption in a Double-Blinded, Placebo Controlled, Crossover Study","Shaomin Zhao, Gary Wang, Haiyan Liu et al. (n=5)",Shaomin Zhao; Gary Wang; Haiyan Liu; Christina Khoo; Liwei Gu,Current Developments in Nutrition,https://doi.org/10.1093/cdn/nzaa045_130,https://openalex.org/W3032228587
2020,Plasma High-Resolution Metabolomics Identifies Linoleic Acid and Linked Metabolic Pathways Associated with Bone Mineral Density,"Moriah P. Bellissimo, Thomas R. Ziegler, Dean P. Jones et al. (n=9)",Moriah P. Bellissimo; Thomas R. Ziegler; Dean P. Jones; Ken Liu; Jolyn Fernandes; Joseph L. Roberts; M. Neale Weitzmann; Roberto Pacifici; Jessica A. Alvarez,Current Developments in Nutrition,https://doi.org/10.1093/cdn/nzaa049_006,https://openalex.org/W3030147900
2020,Exposomics Spectral Library,Biswapriya B. Misra,Biswapriya B. Misra,Figshare,https://doi.org/10.5281/zenodo.3755855,https://openalex.org/W3209368796
2020,Olive Oil Quality and Authenticity Assessment Aspects Employing FIA-MRMS and LC-Orbitrap MS Metabolomic Approaches,"Θεοδώρα Νίκου, Matthias Witt, Panagiotis Stathopoulos et al. (n=5)",Θεοδώρα Νίκου; Matthias Witt; Panagiotis Stathopoulos; Aiko Barsch; Maria Halabalaki,Frontiers in Public Health,https://doi.org/10.3389/fpubh.2020.558226,https://openalex.org/W3087915357
2020,<sup>1</sup>H NMR and UHPLC/Q-Orbitrap-MS-Based Metabolomics Combined with 16S rRNA Gut Microbiota Analysis Revealed the Potential Regulation Mechanism of Nuciferine in Hyperuricemia Rats,"Liming Wang, Piao Wang, Tekleab Teka et al. (n=10)",Liming Wang; Piao Wang; Tekleab Teka; Youcai Zhang; Wenzhi Yang; Yi Zhang; Tao Wang; Laixing Liu; Lifeng Han; Caixiang Liu,Journal of Agricultural and Food Chemistry,https://doi.org/10.1021/acs.jafc.0c04985,https://openalex.org/W3096842108
2020,Raw and wine processed Schisandra chinensis attenuate anxiety like behavior via modulating gut microbiota and lipid metabolism pathway,"Yonggui Song, Baixi Shan, Sufen Zeng et al. (n=12)",Yonggui Song; Baixi Shan; Sufen Zeng; Jie Zhang; Jin Chen; Zhou Liao; Tingting Wang; Qiang Zeng; Hongwei He; Feng-qin Wei; Zhifu Ai; Dan Su,Journal of Ethnopharmacology,https://doi.org/10.1016/j.jep.2020.113426,https://openalex.org/W3089679561
2020,Shotgun Proteomics of Ascidians Tunic Gives New Insights on Host–Microbe Interactions by Revealing Diverse Antimicrobial Peptides,"Ana Matos, Dany Domínguez‐Pérez, Daniela Almeida et al. (n=8)",Ana Matos; Dany Domínguez‐Pérez; Daniela Almeida; Guillermı́n Agüero-Chapin; Alexandre Campos; Hugo Osório; Vı́tor Vasconcelos; Agostinho Antunes,Marine Drugs,https://doi.org/10.3390/md18070362,https://openalex.org/W3042112509
2020,[Effects of titanium dioxide nanoparticles on fecal metabolome in rats after oral administration for 90 days].,"Shuo Han, Zhuo Chen, Di Zhou et al. (n=6)",Shuo Han; Zhuo Chen; Di Zhou; Pai Zheng; J H Zhang; Guang Jia,PubMed,https://doi.org/10.19723/j.issn.1671-167x.2020.03.010,https://openalex.org/W3034504974
2020,RECETOX Exposome HR-[EI+]-MS library,"Elliott J. Price, Jiří Palát, Kateřina Coufalíková et al. (n=8)","Elliott J. Price; Jiří Palát; Kateřina Coufalíková; Kukučka, Petr; Garry Codling; Chiara Maria Vitale; Štěpán Koudelka; Jana Klánová",Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.4471217,https://openalex.org/W3216839183
2020,Exposomics Spectral Library,Biswapriya B. Misra,Biswapriya B. Misra,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.3755854,https://openalex.org/W4393449389
2020,Olive Oil Quality and Authenticity Assessment Aspects Employing FIA-MRMS and LC-Orbitrap MS Metabolomic Approaches,"Θεοδώρα Νίκου, Matthias Witt, Panagiotis Stathopoulos et al. (n=5)",Θεοδώρα Νίκου; Matthias Witt; Panagiotis Stathopoulos; Aiko Barsch; Maria Halabalaki,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.7341592,https://openalex.org/W4309500140
2021,"Use of imaging and mass spectrometry-based capabilities to describe microbiome interactions (Q4 Performance Metric Report, 2021)","Peter Weber, Jennifer Pett‐Ridge",Peter Weber; Jennifer Pett‐Ridge,,https://doi.org/10.2172/1823697,https://openalex.org/W3206782822
2021,"Prebiotic potential of green and black tea phenolics : Metabolite and microbiota profiling, and green biorefinery for sustainable production",Zhibin Liu,Zhibin Liu,,https://doi.org/10.18174/536923,https://openalex.org/W4205773536
2021,Metabolic evaluation of genetic and environmental contributors to Alzheimer’s disease,Vrinda Kalia,Vrinda Kalia,,https://doi.org/10.7916/d8-fj0m-bn64,https://openalex.org/W3144715135
2021,Antibiotic-Dependent Relationships Between the Nasal Microbiome and Secreted Proteome in Nasal Polyps,"Y KIM, Dohyun Han, Ji‐Hun Mo et al. (n=8)",Y KIM; Dohyun Han; Ji‐Hun Mo; Yong Min Kim; Dae Woo Kim; Hyo Geun Choi; Jong‐Wan Park; Hyun‐Woo Shin,Allergy Asthma and Immunology Research,https://doi.org/10.4168/aair.2021.13.4.589,https://openalex.org/W3136126255
2021,Advances in high resolution GC-MS technology: a focus on the application of GC-Orbitrap-MS in metabolomics and exposomics for FAIR practices,Biswapriya B. Misra,Biswapriya B. Misra,Analytical Methods,https://doi.org/10.1039/d1ay00173f,https://openalex.org/W3161196326
2021,Potato extract inhibits lipase activity and ameliorates gut microbiome dysbiosis and weight gain in mice fed a high-fat diet,"Dorsilla Anono Katimbwa, Jinsung Ma, Chang-Kil Kim et al. (n=5)",Dorsilla Anono Katimbwa; Jinsung Ma; Chang-Kil Kim; Dongyup Hahn; Jinkyu Lim,Applied Biological Chemistry,https://doi.org/10.1186/s13765-021-00590-w,https://openalex.org/W3157705493
2021,"Pharmacokinetics of S‐epacadostat, an indoleamine 2,3‐dioxygenase 1 inhibitor, in dog plasma and identification of its metabolites <i>in vivo</i> and <i>in vitro</i>","Yumu Zhang, Xin Li, Yufei Sun et al. (n=6)",Yumu Zhang; Xin Li; Yufei Sun; Xinghua Liu; Wenyan Wang; Jingwei Tian,Biomedical Chromatography,https://doi.org/10.1002/bmc.5226,https://openalex.org/W3190224244
2021,Digestion‐Promoting Effects and Mechanisms of Dashanzha Pill Based on Raw and Charred <i>Crataegi Fructus</i>,"Cui Liu, Qian He, Linlin Zeng et al. (n=8)",Cui Liu; Qian He; Linlin Zeng; Ling Shen; Qiaomei Luo; Wentao Zhang; Xia Zhou; Jun Wan,Chemistry & Biodiversity,https://doi.org/10.1002/cbdv.202100705,https://openalex.org/W3209734306
2021,Developing the building blocks to elucidate the impact of the urban exposome on cardiometabolic-pulmonary disease,"Jelle Vlaanderen, Kees de Hoogh, Gerard Hoek et al. (n=14)",Jelle Vlaanderen; Kees de Hoogh; Gerard Hoek; Annette Peters; Nicole Probst‐Hensch; Augustin Scalbert; Erik Melén; Cathryn Tonne; G. Ardine de Wit; Marc Chadeau‐Hyam; Klea Katsouyanni; Tōnu Esko; Karin Jongsma; Roel Vermeulen,Environmental Epidemiology,https://doi.org/10.1097/ee9.0000000000000162,https://openalex.org/W3194951701
2021,"Defining a Manageable, Dynamic Chemical Space for Exposomics",Emma Schymanski,Emma Schymanski,Figshare,https://doi.org/10.5281/zenodo.4722508,https://openalex.org/W3209567276
2021,"Open, High-Resolution EI+ Spectral Library of Anthropogenic Compounds","Elliott J. Price, Jiří Palát, Kateřina Coufalíková et al. (n=8)",Elliott J. Price; Jiří Palát; Kateřina Coufalíková; Petr Kukučka; Garry Codling; Chiara Maria Vitale; Štěpán Koudelka; Jana Klánová,Frontiers in Public Health,https://doi.org/10.3389/fpubh.2021.622558,https://openalex.org/W3134024202
2021,Neurodevelopmental effects of prenatal co-exposure to heavy metals and phthalates,"Ourania Anesti, Denis A. Sarigiannis, Kinga Polańska et al. (n=4)",Ourania Anesti; Denis A. Sarigiannis; Kinga Polańska; Wojzech Hanke,ISEE Conference Abstracts,https://doi.org/10.1289/isee.2021.o-to-064,https://openalex.org/W3195667061
2021,Personal External Exposomes from Around the World,"Jeremy P. Koelmel, Elizabeth Z. Lin, Pengfei Guo et al. (n=14)",Jeremy P. Koelmel; Elizabeth Z. Lin; Pengfei Guo; Paul Stelben; Jieqiong Zhou; Kayley DeLay; Antony Williams; Yakun Zhou; Riana Bornman; Muvhulawa Obida; Jonathan Chevrier; Xiaoming Shi; Song Tang; Krystal J. Godri Pollitt,ISEE Conference Abstracts,https://doi.org/10.1289/isee.2021.p-139,https://openalex.org/W3195783677
