year,title,authors_short,all_authors,journal,doi,subdisciplines,n_subdisciplines
2019,Single-throughput Complementary High-resolution Analytical Techniques for Characterizing Complex Natural Organic Matter Mixtures,"Malak Tfaily, Rachel Wilson, Heather M. Brewer et al. (n=8)",Malak Tfaily; Rachel Wilson; Heather M. Brewer; Rosalie Chu; Heino Heyman; David Hoyt; Jennifer Kyle; Samuel Purvine,Journal of Visualized Experiments,https://doi.org/10.3791/59035-v,atmosphere_aerosol; biogeochem_carbon; marine; microbial_coupling; sediment_porewater; soil_terrestrial; wetland_peatland,7
2019,Molecular-Level Changes in Dissolved Organic Matter Compositions in Lake Inba Water during KMnO&lt;sub&gt;4&lt;/sub&gt; Oxidation: Assessment by Orbitrap Mass Spectrometry,"Vitharuch Yuthawong, Ikuro Kasuga, Futoshi Kurisu et al. (n=4)",Vitharuch Yuthawong; Ikuro Kasuga; Futoshi Kurisu; Hiroaki Furumai,Journal of Water and Environment Technology,https://doi.org/10.2965/jwet.18-043,biogeochem_carbon; freshwater_lake; freshwater_river,3
2019,Fundamental drivers of dissolved organic matter composition across an Arctic effective precipitation gradient,"Anne M. Kellerman, A. R. Arellano, David C. Podgorski et al. (n=8)",Anne M. Kellerman; A. R. Arellano; David C. Podgorski; E. E. Martin; Jonathan B. Martin; Kelly Deuerling; Thomas S. Bianchi; Robert G. M. Spencer,Limnology and Oceanography,https://doi.org/10.1002/lno.11385,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_river; marine; microbial_coupling; wetland_peatland,7
2019,Dry phase conditions prime wet‐phase dissolved organic matter dynamics in intermittent rivers,"Rubén del Campo, Rosa Gómez, Gabriel Singer",Rubén del Campo; Rosa Gómez; Gabriel Singer,Limnology and Oceanography,https://doi.org/10.1002/lno.11163,biogeochem_carbon; estuary_coastal; freshwater_river; marine; microbial_coupling; sediment_porewater; soil_terrestrial,7
2019,Biodegradability of hydrothermally altered deep-sea dissolved organic matter,"Christian T. Hansen, Jutta Niggemann, Helge‐Ansgar Giebel et al. (n=6)",Christian T. Hansen; Jutta Niggemann; Helge‐Ansgar Giebel; Meinhard Simon; Wolfgang Bach; Thorsten Dittmar,Marine Chemistry,https://doi.org/10.1016/j.marchem.2019.103706,biogeochem_carbon; estuary_coastal; marine; microbial_coupling,4
2019,Persistence of dissolved organic matter explained by molecular changes during its passage through soil,"Vanessa-Nina Roth, Markus Lange, Carsten Simon et al. (n=13)",Vanessa-Nina Roth; Markus Lange; Carsten Simon; Norbert Hertkorn; Sebastian Bucher; Tim Goodall; Robert I. Griffiths; Perla Griselle Mellado-Vázquez; Liesje Mommer; Natalie J. Oram; Alexandra Weigelt; Thorsten Dittmar; Gerd Gleixner,Nature Geoscience,https://doi.org/10.1038/s41561-019-0417-4,biogeochem_carbon; microbial_coupling; soil_terrestrial,3
2019,Mobilization of aged and biolabile soil carbon by tropical deforestation,"Travis W. Drake, Kristof Van Oost, Matti Barthel et al. (n=11)",Travis W. Drake; Kristof Van Oost; Matti Barthel; Marijn Bauters; Alison M. Hoyt; David C. Podgorski; Johan Six; Pascal Boeckx; Susan Trumbore; Landry Cizungu Ntaboba; Robert G. M. Spencer,Nature Geoscience,https://doi.org/10.1038/s41561-019-0384-9,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; soil_terrestrial; wetland_peatland,5
2019,Compositions and structures of particulate and colloidal organic matter in aquatic environment by advanced analytical techniques,"Yong Ran, Dainan Zhang, Shujie Hu et al. (n=5)",Yong Ran; Dainan Zhang; Shujie Hu; Yu Yang; Jingdong Mao,ODU Digital Commons (Old Dominion University),,biochar_black_carbon; biogeochem_carbon; freshwater_river; marine; soil_terrestrial,5
2019,Abiotic formation of dissolved organic sulfur in anoxic sediments of Santa Barbara Basin,"Hussain Abdulla, David J. Burdige, Tomoko Komada",Hussain Abdulla; David J. Burdige; Tomoko Komada,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2019.05.009,atmosphere_aerosol; sediment_porewater,2
2019,"Riverine mixing at the molecular scale – An ultrahigh-resolution mass spectrometry study on dissolved organic matter and selected metals in the Amazon confluence zone (Manaus, Brazil)","Carsten Simon, Helena Osterholz, Andrea Koschinsky et al. (n=4)",Carsten Simon; Helena Osterholz; Andrea Koschinsky; Thorsten Dittmar,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2019.01.013,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; groundwater; marine,5
2019,Composition of the dissolved organic matter produced during in situ burning of spilled oil,"Aprami Jaggi, Jagoš R. Radović, L R Snowdon et al. (n=5)",Aprami Jaggi; Jagoš R. Radović; L R Snowdon; Steve Larter; Thomas B. P. Oldenburg,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2019.103926,,0
2019,WHONDRS 48 Hour Diel Cycling Study at HJ Andrews Experimental Forest Watershed 1 (WS1),"James Stegen, Amy Goldman, Rosalie Chu et al. (n=15)",James Stegen; Amy Goldman; Rosalie Chu; Robert Danczak; Vanessa Garayburu‐Caruso; Emily Graham; Xinming Lin; Joseph W Morad; Huiying Ren; Lupita Renteria; Charles T. Resch; Malak Tfaily; Nikola Tolić; Jason Toyoda; Jacqueline Wells,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1509695,biogeochem_carbon; freshwater_river; groundwater; sediment_porewater; wastewater_drinking,5
2019,"WHONDRS 48 Hour Diel Cycling Study at the Erpe River, Germany","Jacqueline Wells, Amy Goldman, Rosalie Chu et al. (n=19)",Jacqueline Wells; Amy Goldman; Rosalie Chu; Robert Danczak; Vanessa Garayburu‐Caruso; Emily Graham; Jörg Lewandowski; Xinming Lin; Karin Meinikmann; Joseph W Morad; Birgit Maria Müller; Huiying Ren; Lupita Renteria; Charles T. Resch; H. D. Schulz; Malak Tfaily; Nikola Tolić; Jason Toyoda; James Stegen,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1577260,biogeochem_carbon; freshwater_river; groundwater; marine; microbial_coupling; sediment_porewater; wastewater_drinking,7
2019,"WHONDRS 48 Hour Diel Cycling Study at the Altamaha River in Georgia, USA","Robert Danczak, Amy Goldman, Rosalie Chu et al. (n=20)",Robert Danczak; Amy Goldman; Rosalie Chu; Vanessa Garayburu‐Caruso; Emily Graham; Xiaojia He; Xinming Lin; Christof Meile; Joseph W Morad; Huiying Ren; Lupita Renteria; Charles T. Resch; Jurjen Rooze; John F. Schalles; Malak Tfaily; Jonathan Thomle; Nikola Tolić; Jason Toyoda; Jacqueline Wells; James Stegen,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1577263,biogeochem_carbon; freshwater_river; groundwater; marine; microbial_coupling; sediment_porewater,6
2019,"WHONDRS 48 Hour Diel Cycling Study at the Jordan River, Israel","Amy Goldman, Shai Arnon, Edo Bar‐Zeev et al. (n=17)",Amy Goldman; Shai Arnon; Edo Bar‐Zeev; Rosalie Chu; Robert Danczak; Vanessa Garayburu‐Caruso; Emily Graham; Xinming Lin; Joseph W Morad; Huiying Ren; Lupita Renteria; Charles T. Resch; Malak Tfaily; Nikola Tolić; Jason Toyoda; Jacqueline Wells; James Stegen,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1577266,biogeochem_carbon; freshwater_river; groundwater; marine; microbial_coupling; sediment_porewater,6
2019,"WHONDRS 48 Hour Diel Cycling Study at the Columbia River in Washington, USA","Vanessa Garayburu‐Caruso, Amy Goldman, Rosalie Chu et al. (n=15)",Vanessa Garayburu‐Caruso; Amy Goldman; Rosalie Chu; Robert Danczak; Emily Graham; Xinming Lin; Joseph W Morad; Huiying Ren; Lupita Renteria; Charles T. Resch; Malak Tfaily; Nikola Tolić; Jason Toyoda; Jacqueline Wells; James Stegen,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1577265,biogeochem_carbon; freshwater_river; groundwater; marine; microbial_coupling; sediment_porewater,6
2019,"WHONDRS 48 Hour Diel Cycling Study at the East Fork Poplar Creek in Tennessee, USA","Rosalie Chu, Amy Goldman, Scott C. Brooks et al. (n=18)",Rosalie Chu; Amy Goldman; Scott C. Brooks; Robert Danczak; Vanessa Garayburu‐Caruso; Emily Graham; Michael Jones; Nikki Jones; Xinming Lin; Joseph W Morad; Huiying Ren; Lupita Renteria; Charles T. Resch; Malak Tfaily; Nikola Tolić; Jason Toyoda; Jacqueline Wells; James Stegen,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1577278,biogeochem_carbon; freshwater_river; groundwater; marine; microbial_coupling; sediment_porewater; wastewater_drinking,7
2019,"WHONDRS 48 Hour Diel Cycling Study at the Nisqually River, WA","Lupita Renteria, Amy Goldman, Rosalie Chu et al. (n=16)",Lupita Renteria; Amy Goldman; Rosalie Chu; Robert Danczak; Vanessa Garayburu‐Caruso; Emily Graham; Xinming Lin; Joseph W Morad; Huiying Ren; Charles T. Resch; Malak Tfaily; Nikola Tolić; Jason Toyoda; Jacqueline Wells; Katherine R. Znotinas; James Stegen,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1576995,biogeochem_carbon; cryosphere; freshwater_river; groundwater; microbial_coupling; sediment_porewater,6
2019,(Table S1) General information of solid phase extracted dissolved organic matter from porewater and overlying bottom water collected during Maria S. Merian cruise MSM29 and Polarstern cruise PS85 to the Fram Strait,"Pamela E. Rossel, Thorsten Dittmar",Pamela E. Rossel; Thorsten Dittmar,Publishing Network for Geoscientific and Environmental Data (PANGAEA) (Alfred Wegener Institute for Polar and Marine Research),https://doi.org/10.1594/pangaea.908707,biogeochem_carbon; marine; methods_instrumentation; sediment_porewater,4
2019,Spiekeroog beach subterranean estuary &amp; seawater: Dissolved organic matter (DOM) fingerprints,"Hannelore Waska, Hans‐Jürgen Brumsack, Gudrun Massmann et al. (n=7)",Hannelore Waska; Hans‐Jürgen Brumsack; Gudrun Massmann; Andrea Koschinsky; Bernhard Schnetger; Heike Simon; Thorsten Dittmar,Publishing Network for Geoscientific and Environmental Data (PANGAEA) (Alfred Wegener Institute for Polar and Marine Research),https://doi.org/10.1594/pangaea.902844,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; groundwater; marine; methods_instrumentation; sediment_porewater,7
2019,Microbial processing of sediment-derived dissolved organic matter,"Ruanhong Cai, Wenchu Zhou, Chen He et al. (n=6)","Ruanhong Cai; Wenchu Zhou; Chen He; Quan, Shi; Weidong Guo; Kai Tang",Publishing Network for Geoscientific and Environmental Data (PANGAEA) (Alfred Wegener Institute for Polar and Marine Research),https://doi.org/10.1594/pangaea.907703,biogeochem_carbon; marine; microbial_coupling; sediment_porewater,4
2019,Untargeted characterisation of dissolved organic matter contributions to rivers from anthropogenic point sources using direct‐infusion and high‐performance liquid chromatography/Orbitrap mass spectrometry,"Jonathan Pemberton, Charlotte Lloyd, Christopher J. Arthur et al. (n=7)",Jonathan Pemberton; Charlotte Lloyd; Christopher J. Arthur; Penny J Johnes; Michael Dickinson; Adrian J. Charlton; Richard P. Evershed,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.8618,biogeochem_carbon; estuary_coastal; freshwater_river; marine,4
2019,Effect of endogenous microbiota on the molecular composition of cloud water: a study by Fourier-transform ion cyclotron resonance mass spectrometry (FT-ICR MS),"Angelica Bianco, Laurent Deguillaume, Nadine Chaumerliac et al. (n=7)",Angelica Bianco; Laurent Deguillaume; Nadine Chaumerliac; Mickaël Vaïtilingom; Miao Wang; Anne‐Marie Delort; Maxime C. Bridoux,Scientific Reports,https://doi.org/10.1038/s41598-019-44149-8,atmosphere_aerosol; biogeochem_carbon; microbial_coupling,3
2019,Microbial transformation of virus-induced dissolved organic matter from picocyanobacteria: coupling of bacterial diversity and DOM chemodiversity,"Zhao Zhao, Michael Gonsior, Philippe Schmitt‐Kopplin et al. (n=7)",Zhao Zhao; Michael Gonsior; Philippe Schmitt‐Kopplin; Yuanchao Zhan; Rui Zhang; Nianzhi Jiao; Feng Chen,The ISME Journal,https://doi.org/10.1038/s41396-019-0449-1,biogeochem_carbon; estuary_coastal; marine; microbial_coupling,4
2019,Linking the molecular composition of autochthonous dissolved organic matter to source identification for freshwater lake ecosystems by combination of optical spectroscopy and FT-ICR-MS analysis,"Shasha Liu, Zhongqi He, Zhi Tang et al. (n=10)",Shasha Liu; Zhongqi He; Zhi Tang; Leizhen Liu; Junwen Hou; Tingting Li; Yahe Zhang; Quan Shi; John P. Giesy; Fengchang Wu,The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2019.134764,estuary_coastal; freshwater_lake; marine; microbial_coupling,4
2019,"Spectroscopic and molecular-level characteristics of dissolved organic matter in the Pearl River Estuary, South China","Yuchen Liu, Quanhui Ye, Wanling Huang et al. (n=11)",Yuchen Liu; Quanhui Ye; Wanling Huang; Lian Feng; Yinghui Wang; Zheng Xie; Shanshan Yong; Song Zhang; Bin Jiang; Yan Zheng; Junjian Wang,The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2019.136307,atmosphere_aerosol; biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine,6
2019,"Linking molecular and optical properties of dissolved organic matter across a soil-water interface on Akimiski Island (Nunavut, Canada)","Vaughn Mangal, Sherri L. DeGasparro, David Beresford et al. (n=4)",Vaughn Mangal; Sherri L. DeGasparro; David Beresford; Céline Guéguen,The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2019.135415,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; marine; soil_terrestrial,5
2019,Sunlight-induced phototransformation of transphilic and hydrophobic fractions of Suwannee River dissolved organic matter,"Xi-Zhi Niu, Mourad Harir, Philippe Schmitt‐Kopplin et al. (n=4)",Xi-Zhi Niu; Mourad Harir; Philippe Schmitt‐Kopplin; Jean‐Philippe Croué,The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2019.133737,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_river; marine,5
2019,Anthropogenic influences on dissolved organic matter transport in high arsenic groundwater: Insights from stable carbon isotope analysis and electrospray ionization Fourier transform ion cyclotron resonance mass spectrometry,"Kai Yu, Yanhua Duan, Yiqun Gan et al. (n=5)",Kai Yu; Yanhua Duan; Yiqun Gan; Yanan Zhang; Ke Zhao,The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2019.135162,biogeochem_carbon; groundwater; methods_instrumentation,3
2019,Iron plays an important role in molecular fractionation of dissolved organic matter at soil-water interface,"Zaoquan Huang, Jitao Lv, Dong Cao et al. (n=4)",Zaoquan Huang; Jitao Lv; Dong Cao; Shuzhen Zhang,The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2019.03.214,biogeochem_carbon; estuary_coastal; marine; methods_instrumentation; soil_terrestrial,5
2019,A preparative method for the isolation and fractionation of dissolved organic acids from bitumen-influenced waters,"Anthony E. Bauer, Richard Frank, John V. Headley et al. (n=11)",Anthony E. Bauer; Richard Frank; John V. Headley; Craig B. Milestone; Suzanne P. Batchelor; Kerry M. Peru; Martina D. Rudy; Sophie E. Barrett; Ruth Vanderveen; D. George Dixon; L. Mark Hewitt,The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2019.03.244,biogeochem_carbon; freshwater_lake; methods_instrumentation; petroleum_fossil,4
2019,Orbitrap molecular fingerprint of dissolved organic matter in natural waters and its relationship with NDMA formation potential,"María José Farré, Adrián Jaén-Gil, Jeffrey A. Hawkes et al. (n=5)",María José Farré; Adrián Jaén-Gil; Jeffrey A. Hawkes; Mira Petrović; Núria Catalán,The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2019.03.280,biogeochem_carbon,1
2019,Oil Sands Process-Affected Water Toxicity Attribution and Evaluating Ageing as a Remediation Strategy,Ian G. M. Gault,Ian G. M. Gault,University of Alberta Library,https://doi.org/10.7939/r3-6rgc-mm37,biogeochem_carbon; freshwater_lake; petroleum_fossil,3
2019,The Contribution of Coniferous Canopy to the Molecular Diversity of Dissolved Organic Matter in Rainfall,"Jun’ichiro Ide, Naoki Makita, Seonghun Jeong et al. (n=5)",Jun’ichiro Ide; Naoki Makita; Seonghun Jeong; Keitaro Yamase; Mizue Ohashi,Water,https://doi.org/10.3390/w11010167,atmosphere_aerosol; biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; marine; soil_terrestrial,6
2019,Investigating Influence of Hydrological Regime on Organic Matters Characteristic in a Korean Watershed,"Sang‐Soo Baek, Hyuk Lee, Jongkwan Park et al. (n=4)",Sang‐Soo Baek; Hyuk Lee; Jongkwan Park; Kyung Cho,Water,https://doi.org/10.3390/w11030512,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; soil_terrestrial,6
2019,Evaluating the contributions of different organic matter sources to urban river water during a storm event via optical indices and molecular composition,"Mi‐Hee Lee, Yun-Kyung Lee, Morgane Derrien et al. (n=7)",Mi‐Hee Lee; Yun-Kyung Lee; Morgane Derrien; Kwang‐Soon Choi; Kyung‐Hoon Shin; Kyoung‐Soon Jang; Jin Hur,Water Research,https://doi.org/10.1016/j.watres.2019.115006,disturbance_anthropogenic; estuary_coastal; freshwater_river; groundwater; marine; soil_terrestrial,6
2019,The chemodiversity of algal dissolved organic matter from lysed Microcystis aeruginosa cells and its ability to form disinfection by-products during chlorination,"Michael Gonsior, Leanne C. Powers, Ernest Williams et al. (n=8)",Michael Gonsior; Leanne C. Powers; Ernest Williams; Allen R. Place; Feng Chen; Alexander Ruf; Norbert Hertkorn; Philippe Schmitt‐Kopplin,Water Research,https://doi.org/10.1016/j.watres.2019.02.030,biogeochem_carbon; estuary_coastal; marine; methods_instrumentation; microbial_coupling,5
2019,Molecular differences between water column and sediment pore water SPE-DOM in ten Swedish boreal lakes,"Juliana Valle, Mourad Harir, Michael Gonsior et al. (n=7)",Juliana Valle; Mourad Harir; Michael Gonsior; Alex Enrich‐Prast; Philippe Schmitt‐Kopplin; David Bastviken; Norbert Hertkorn,Water Research,https://doi.org/10.1016/j.watres.2019.115320,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_lake; groundwater; marine; sediment_porewater,7
2019,Molecular change of dissolved organic matter and patterns of bacterial activity in a stream along a land-use gradient,"Norbert Kamjunke, Norbert Hertkorn, Mourad Harir et al. (n=9)",Norbert Kamjunke; Norbert Hertkorn; Mourad Harir; Philippe Schmitt‐Kopplin; Christian Griebler; Mario Brauns; Wolf von Tümpling; Markus Weitere; Peter Herzsprung,Water Research,https://doi.org/10.1016/j.watres.2019.114919,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; microbial_coupling; soil_terrestrial,7
2019,Microbial production and consumption of dissolved organic matter in glacial ecosystems on the Tibetan Plateau,"Lei Zhou, Yongqiang Zhou, Yang Hu et al. (n=11)",Lei Zhou; Yongqiang Zhou; Yang Hu; Jian Cai; Xin Liu; Chengrong Bai; Xiangming Tang; Yunlin Zhang; Kyoung‐Soon Jang; Robert G. M. Spencer; Erik Jeppesen,Water Research,https://doi.org/10.1016/j.watres.2019.05.048,biogeochem_carbon; cryosphere; estuary_coastal; marine; microbial_coupling,5
2019,Molecular understanding of dissolved black carbon sorption in soil-water environment,"Lei Luo, Zien Chen, Jitao Lv et al. (n=6)",Lei Luo; Zien Chen; Jitao Lv; Yuan Cheng; Tong Wu; Rixiang Huang,Water Research,https://doi.org/10.1016/j.watres.2019.01.060,biochar_black_carbon; estuary_coastal; marine; soil_terrestrial,4
2019,Effect of temperature on the characterization of soluble microbial products in activated sludge system with special emphasis on dissolved organic nitrogen,"Haidong Hu, Yuanji Shi, Kewei Liao et al. (n=6)",Haidong Hu; Yuanji Shi; Kewei Liao; Haijun Ma; Ke Xu; Hongqiang Ren,Water Research,https://doi.org/10.1016/j.watres.2019.06.034,biogeochem_carbon; microbial_coupling; wastewater_drinking,3
2020,Use of FT ICR MS to characterize seasonal and spatial variability of dissolved organic matter in a small forested catchment,"Maria Paula da Silva, Thorsten Reemtsma, Katharina Blaurock et al. (n=5)",Maria Paula da Silva; Thorsten Reemtsma; Katharina Blaurock; Burkhard Beudert; Oliver J. Lechtenfeld,,https://doi.org/10.5194/egusphere-egu2020-19822,atmosphere_aerosol; biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; microbial_coupling; wetland_peatland,8
2020,Replication Data for: Arctic cold seeps alter dissolved organic matter composition at the Svalbard continental margin and the Barents Sea,"Muhammed Fatih Sert, Juliana D’Andrilli, Friederike Gründger et al. (n=8)",Muhammed Fatih Sert; Juliana D’Andrilli; Friederike Gründger; Helge Niemann; Mats A. Granskog; Alexey K. Pavlov; Benedicte Ferré; Anna Silyakova,,https://doi.org/10.18710/jhb371,atmosphere_aerosol; biogeochem_carbon; cryosphere; marine; methods_instrumentation; microbial_coupling; petroleum_fossil; sediment_porewater,8
2020,The molecular composition of dissolved organic matter (DOM) and its effects on the greenhouse gas production in pristine subarctic rivers,"Taija Saarela, Helena Jäntti, Mizue Ohashi et al. (n=7)",Taija Saarela; Helena Jäntti; Mizue Ohashi; Jun’ichiro Ide; Frank Berninger; Anne Ojala; Jukka Pumpanen,,https://doi.org/10.5194/egusphere-egu2020-7936,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_river; marine; methods_instrumentation; microbial_coupling; soil_terrestrial; wetland_peatland,9
2020,Travel time and source variation explain the molecular transformation of dissolved organic matter in an Alpine stream network,"Hannes Peter, Gabriel Singer, Amber J. Ulseth et al. (n=6)",Hannes Peter; Gabriel Singer; Amber J. Ulseth; Thorsten Dittmar; Yves T. Prairie; Tom J. Battin,,https://doi.org/10.1002/essoar.10501959.1,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; sediment_porewater; soil_terrestrial,7
2020,Evaluating the potential of FT-ICR-MS to identify source-specific markers and trace molecular transformations in particulate organic matter,"Johanna Menges, Niels Hovius, Stefanie Poetz et al. (n=5)",Johanna Menges; Niels Hovius; Stefanie Poetz; Helena Osterholz; Dirk Sachse,,https://doi.org/10.5194/egusphere-egu2020-18089,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_lake; freshwater_river; marine; sediment_porewater; soil_terrestrial,8
2020,Shedding light into the forest: improved understanding of DOM processing in freshwater using complementary experimental and machine learning approaches,"Oliver J. Lechtenfeld, Valerie Carolin Wentzky, Karsten Rinke et al. (n=10)",Oliver J. Lechtenfeld; Valerie Carolin Wentzky; Karsten Rinke; Norbert Kamjunke; Wolf von Tümpling; Christin Wilske; Kurt Friese; Bertram Böhrer; Thorsten Reemtsma; Peter Herzsprung,,https://doi.org/10.5194/egusphere-egu2020-7437,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_lake; freshwater_river; marine; microbial_coupling; wastewater_drinking,8
2020,Phytoplankton communities influence the dissolved organic matter composition of the sea-surface microlayer,"Lea Oeljeschlaeger, Nils Hendrik Hintz, Jutta Niggemann et al. (n=5)",Lea Oeljeschlaeger; Nils Hendrik Hintz; Jutta Niggemann; Oliver Wurl; Thorsten Dittmar,,https://doi.org/10.5194/egusphere-egu2020-19041,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; marine; microbial_coupling,5
2020,Simultaneous fate of trace organic compounds and dissolved organic matter in surface water and the hyporheic zone of an urban river,"Birgit M. Mueller, H. D. Schulz, Anke Putschew et al. (n=4)",Birgit M. Mueller; H. D. Schulz; Anke Putschew; Jörg Lewandowski,,https://doi.org/10.5194/egusphere-egu2020-7729,biogeochem_carbon; disturbance_anthropogenic; freshwater_river; groundwater; microbial_coupling; sediment_porewater; soil_terrestrial; wastewater_drinking,8
2020,Resolution of photo chemically induced changes of dissolved organic matter as function of cumulated radiation in a sample of a humic-rich and forested stream,"Peter Herzsprung, Christin Wilske, Wolf von Tümpling et al. (n=5)",Peter Herzsprung; Christin Wilske; Wolf von Tümpling; Norbert Kamjunke; Oliver J. Lechtenfeld,,https://doi.org/10.5194/egusphere-egu2020-5145,biogeochem_carbon; estuary_coastal; freshwater_lake; freshwater_river; marine; methods_instrumentation; wastewater_drinking,7
2020,"Regional variability in stream dissolved organic matter characteristics across forested regions of Canada, and its implications for drinking water treatability","Julia Orlova, David Olefeldt, Fariba Amiri et al. (n=18)",Julia Orlova; David Olefeldt; Fariba Amiri; Alyssa K. Bourgeois; Jim Buttle; E. Cherlet; Monica B. Emelko; B. C. Floyd; David S. Foster; Ryan Hutchins; Rob Jamieson; Mark S. Johnson; Hannah McSorley; Nan Qi; U. Silins; Suzanne E. Tank; Lauren Thompson; Chris Williams,,https://doi.org/10.5194/egusphere-egu2020-12327,biogeochem_carbon; disturbance_anthropogenic; freshwater_river; soil_terrestrial; wastewater_drinking,5
2020,How do early diagenetic processes affect the molecular composition of the sedimentary organic matter?,"Morgane Derrien, Jin Hur, Sunghwan Kim",Morgane Derrien; Jin Hur; Sunghwan Kim,,https://doi.org/10.5194/egusphere-egu2020-6552,biogeochem_carbon; freshwater_lake; freshwater_river; marine; methods_instrumentation; microbial_coupling; sediment_porewater; soil_terrestrial,8
2020,Tampa Bay ocean acidification and the influence of dissolved organic carbon on accurate carbonate system measurements,Miranda Ciel Conley,Miranda Ciel Conley,,https://doi.org/10.1021/scimeetings.0c00627,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; marine,4
2020,Application of Ultrahigh Resolution Mass Spectrometry and Deuterium Labeling to Determine the Contribution of Ketone/ Aldehyde-Containing Species to the Composition and Optical Properties of Dissolved Organic Matter,Marla R. Bianca,Marla R. Bianca,,https://doi.org/10.13016/y6bz-l8t9,biogeochem_carbon; freshwater_lake; freshwater_river; marine; soil_terrestrial,5
2020,Molecular links between whitesand ecosystems and blackwater formation in the Rio Negro watershed,"Carsten Simon, Tânia Pena Pimentel, Maria Terezinha Ferreira Monteiro et al. (n=14)",Carsten Simon; Tânia Pena Pimentel; Maria Terezinha Ferreira Monteiro; Luiz Antônio Cândido; Didier Gastmans; Heike Geilmann; R. C. Oliveira; João Batista Rocha; Elaine Pires; Carlos A. Quesada; Bruce R. Forsberg; Sávio José Filgueiras Ferreira; Hillândia Brandão da Cunha; Gerd Gleixner,,https://doi.org/10.1002/essoar.10503627.2,atmosphere_aerosol; biogeochem_carbon; disturbance_anthropogenic; freshwater_river; marine; soil_terrestrial,6
2020,Molecular properties of dissolved organic matter (DOM) in the subterranean estuary of a high-energy beach: Finding proxies for reactive transport,"Hannelore Waska, Heike Simon, Janis Ahrens et al. (n=7)",Hannelore Waska; Heike Simon; Janis Ahrens; Mélanie Beck; Kai Schwalfenberg; Oliver Zielinski; Thorsten Dittmar,,https://doi.org/10.5194/egusphere-egu2020-3322,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; groundwater; marine; methods_instrumentation; microbial_coupling; sediment_porewater; soil_terrestrial,9
2020,Investigation of influence of the UV/H₂O₂ advanced oxidation process on dissolved organic matter's characteristics and disinfection byproduct formation potential using UHRMS methods,Yingying Xiang,Yingying Xiang,,https://doi.org/10.14711/thesis-991012818365703412,biogeochem_carbon; methods_instrumentation; wastewater_drinking,3
2020,Reducing Reagents Induce Molecular Artifacts in the Extraction of Soil Organic Matter,"Jitao Lv, Zaoquan Huang, Peter Christie et al. (n=4)",Jitao Lv; Zaoquan Huang; Peter Christie; Shuzhen Zhang,ACS Earth and Space Chemistry,https://doi.org/10.1021/acsearthspacechem.0c00194,biogeochem_carbon; soil_terrestrial,2
